PP,Blok,Condition,timestamp,avgDepth(avg),leftShoulderAngle(avg),rightShoulderAngle(avg),leanAngle(avg),HipCenter_Spine-Spine_ShoulderCenter(avg),Spine_ShoulderCenter-ShoulderCenter_Head(avg),Spine_ShoulderCenter-ShoulderCenter_ShoulderLeft(avg),Spine_ShoulderCenter-ShoulderCenter_ShoulderRight(avg),ShoulderCenter_ShoulderLeft-ShoulderLeft_ElbowLeft(avg),ShoulderLeft_ElbowLeft-ElbowLeft_WristLeft(avg),ElbowLeft_WristLeft-WristLeft_HandLeft(avg),ShoulderCenter_ShoulderRight-ShoulderRight_ElbowRight(avg),ShoulderRight_ElbowRight-ElbowRight_WristRight(avg),ElbowRight_WristRight-WristRight_HandRight(avg),HipCenter_Spine-PlaneZXAxisX(avg),HipCenter_Spine-PlaneXYAxisY(avg),HipCenter_Spine-PlaneYZAxisZ(avg),Spine_ShoulderCenter-PlaneZXAxisX(avg),Spine_ShoulderCenter-PlaneXYAxisY(avg),Spine_ShoulderCenter-PlaneYZAxisZ(avg),ShoulderCenter_Head-PlaneZXAxisX(avg),ShoulderCenter_Head-PlaneXYAxisY(avg),ShoulderCenter_Head-PlaneYZAxisZ(avg),ShoulderCenter_ShoulderLeft-PlaneZXAxisX(avg),ShoulderCenter_ShoulderLeft-PlaneXYAxisY(avg),ShoulderCenter_ShoulderLeft-PlaneYZAxisZ(avg),ShoulderCenter_ShoulderRight-PlaneZXAxisX(avg),ShoulderCenter_ShoulderRight-PlaneXYAxisY(avg),ShoulderCenter_ShoulderRight-PlaneYZAxisZ(avg),ShoulderLeft_ElbowLeft-PlaneZXAxisX(avg),ShoulderLeft_ElbowLeft-PlaneXYAxisY(avg),ShoulderLeft_ElbowLeft-PlaneYZAxisZ(avg),ElbowLeft_WristLeft-PlaneZXAxisX(avg),ElbowLeft_WristLeft-PlaneXYAxisY(avg),ElbowLeft_WristLeft-PlaneYZAxisZ(avg),WristLeft_HandLeft-PlaneZXAxisX(avg),WristLeft_HandLeft-PlaneXYAxisY(avg),WristLeft_HandLeft-PlaneYZAxisZ(avg),ShoulderRight_ElbowRight-PlaneZXAxisX(avg),ShoulderRight_ElbowRight-PlaneXYAxisY(avg),ShoulderRight_ElbowRight-PlaneYZAxisZ(avg),ElbowRight_WristRight-PlaneZXAxisX(avg),ElbowRight_WristRight-PlaneXYAxisY(avg),ElbowRight_WristRight-PlaneYZAxisZ(avg),WristRight_HandRight-PlaneZXAxisX(avg),WristRight_HandRight-PlaneXYAxisY(avg),WristRight_HandRight-KinectZAxis(avg),avgDepth(stdv),leftShoulderAngle(stdv),rightShoulderAngle(stdv),leanAngle(stdv),HipCenter_Spine-Spine_ShoulderCenter(stdv),Spine_ShoulderCenter-ShoulderCenter_Head(stdv),Spine_ShoulderCenter-ShoulderCenter_ShoulderLeft(stdv),Spine_ShoulderCenter-ShoulderCenter_ShoulderRight(stdv),ShoulderCenter_ShoulderLeft-ShoulderLeft_ElbowLeft(stdv),ShoulderLeft_ElbowLeft-ElbowLeft_WristLeft(stdv),ElbowLeft_WristLeft-WristLeft_HandLeft(stdv),ShoulderCenter_ShoulderRight-ShoulderRight_ElbowRight(stdv),ShoulderRight_ElbowRight-ElbowRight_WristRight(stdv),ElbowRight_WristRight-WristRight_HandRight(stdv),HipCenter_Spine-PlaneZXAxisX(stdv),HipCenter_Spine-PlaneXYAxisY(stdv),HipCenter_Spine-PlaneYZAxisZ(stdv),Spine_ShoulderCenter-PlaneZXAxisX(stdv),Spine_ShoulderCenter-PlaneXYAxisY(stdv),Spine_ShoulderCenter-PlaneYZAxisZ(stdv),ShoulderCenter_Head-PlaneZXAxisX(stdv),ShoulderCenter_Head-PlaneXYAxisY(stdv),ShoulderCenter_Head-PlaneYZAxisZ(stdv),ShoulderCenter_ShoulderLeft-PlaneZXAxisX(stdv),ShoulderCenter_ShoulderLeft-PlaneXYAxisY(stdv),ShoulderCenter_ShoulderLeft-PlaneYZAxisZ(stdv),ShoulderCenter_ShoulderRight-PlaneZXAxisX(stdv),ShoulderCenter_ShoulderRight-PlaneXYAxisY(stdv),ShoulderCenter_ShoulderRight-PlaneYZAxisZ(stdv),ShoulderLeft_ElbowLeft-PlaneZXAxisX(stdv),ShoulderLeft_ElbowLeft-PlaneXYAxisY(stdv),ShoulderLeft_ElbowLeft-PlaneYZAxisZ(stdv),ElbowLeft_WristLeft-PlaneZXAxisX(stdv),ElbowLeft_WristLeft-PlaneXYAxisY(stdv),ElbowLeft_WristLeft-PlaneYZAxisZ(stdv),WristLeft_HandLeft-PlaneZXAxisX(stdv),WristLeft_HandLeft-PlaneXYAxisY(stdv),WristLeft_HandLeft-PlaneYZAxisZ(stdv),ShoulderRight_ElbowRight-PlaneZXAxisX(stdv),ShoulderRight_ElbowRight-PlaneXYAxisY(stdv),ShoulderRight_ElbowRight-PlaneYZAxisZ(stdv),ElbowRight_WristRight-PlaneZXAxisX(stdv),ElbowRight_WristRight-PlaneXYAxisY(stdv),ElbowRight_WristRight-PlaneYZAxisZ(stdv),WristRight_HandRight-PlaneZXAxisX(stdv),WristRight_HandRight-PlaneXYAxisY(stdv),WristRight_HandRight-KinectZAxis(stdv),Added
PP6,3,R,20120901T162200000,2116.4598451098,-119.5617330755,119.4909876347,118.1050320993,176.6585194348,144.2326451108,79.9731764406,84.5877557835,140.4561187336,106.1650488432,157.7978425654,73.848755815,117.776635209,122.897937752,-124.4490594862,-22.3899829031,121.447445848,-127.9702090669,-22.3565493784,118.1050320993,-35.882906212,12.6235660956,103.9218741158,143.0825451809,-119.5617330755,-74.4468945837,-52.4105251773,119.4909876347,-126.6552684603,-119.0632364404,-147.5682464908,-111.4265726335,-31.0973342508,117.5069107872,-114.0544507549,-30.1413228896,116.4280857936,-92.4341117562,28.9521923618,90.4285213722,-40.7914743114,-26.4970716116,55.8502100822,-89.2320328061,-76.8440308004,49.9100793056,-97.307485581,24.5211106463,7.586276048,15.5434409324,5.564417791,1.2653793951,5.8393085902,4.0753197511,8.2600119383,13.0020344398,19.8405753878,15.0303286249,25.2388664119,45.1049273017,20.7375974092,9.1623086397,5.00266318,5.8292987085,9.9272197777,5.2096627947,5.564417791,40.5535519647,6.03478944,7.8886073737,95.2913167737,7.586276048,18.3264086366,16.4504744082,15.5434409324,97.1146187514,78.9185599499,16.1992617632,16.8632003401,37.1750117931,59.180569506,59.6259875194,34.1480743708,65.2341376172,79.3331821675,64.43689695,101.3705414997,38.2985973285,78.6262982266,139.8438823276,51.4775989747,60.5974117887,110.7150547363,97.2806096595,
PP6,3,R,20120901T162300000,2118.5419762578,-113.4235019188,98.8410615287,120.8441268675,176.4597779111,148.0138076847,77.1193252908,81.1640367991,139.541244967,93.7588672225,156.7092001801,103.9349703449,161.5154656364,125.4480997471,-112.937746719,-16.1554117074,124.3655115664,-115.6096926514,-15.9803134159,120.8441268675,-44.2561802176,11.0181628952,100.5235567501,165.6633143152,-113.4235019188,-59.5622671057,-21.9311843994,98.8410615287,-157.3849364176,-149.5200212841,-130.4293103386,-124.1501612794,-28.2177613217,134.7442855706,-118.3559545977,-4.0601215062,122.2750635335,-97.6228981346,-70.0257261973,118.9632431557,-98.5963766297,-93.6965251872,-72.1855904502,-102.409282738,-128.8020420851,-51.477302779,-48.5309370728,23.5935025232,1.5405897789,1.9581943786,1.222900206,1.0985234252,2.5022715089,2.2784070198,1.8870346949,7.4100087737,6.6746012043,5.3664725162,2.2350240629,12.2455504616,29.661636649,1.6485099513,1.4773259452,1.3562898857,2.3699722878,1.6677212168,1.222900206,11.5342467715,3.2015113417,2.341581439,2.2233251321,1.5405897789,2.9106586504,1.844016975,1.9581943786,22.1982843723,8.9569012789,10.0562840148,3.1071913932,2.6769046106,3.0677107166,0.9723706357,6.813943984,9.0286243492,13.3974679315,26.9322356718,130.6898469693,2.7842347444,50.2850345506,148.9197818745,7.2777740451,69.443293074,103.2697591648,131.3364394744,
PP6,3,R,20120901T162400000,2117.7247534076,-112.4537431103,99.5960751392,119.7962729213,176.4944557675,147.3879753635,77.6460911733,80.636084819,121.8312261758,98.4932633274,143.3605565124,107.5157426084,149.6321689758,170.2710831117,-111.9054534704,-14.9711022873,123.202522286,-114.7559480149,-15.0146593011,119.7962729213,-39.7011190157,12.5414229101,99.6357023343,164.9758055844,-112.4537431103,-59.3694622859,-21.5574264419,99.5960751392,-155.3009440536,-123.9053491958,-93.9117486432,-123.8158183125,-46.4864530635,86.4333208417,-117.9764207975,0.3258072496,113.3808806949,-83.941402883,-45.0607007813,159.5051665001,-96.7250760718,-18.5221531122,124.0594003728,-99.5825922941,-19.1555263318,120.5444626764,-90.1558268587,27.4624032076,6.4851112435,1.7556544831,2.5073933779,1.5631726336,3.0788680852,2.2676302497,2.8992348672,35.6152166524,10.7046325499,19.2162322687,3.5817847985,9.196053058,18.0096020558,4.3345217924,3.5402004036,2.2491348701,5.0448112695,3.4705639301,2.5073933779,17.4897417853,6.4471078876,2.332517762,22.1518285338,6.4851112435,16.041319433,2.4415836094,1.7556544831,18.5334943058,45.4373969939,98.3846753819,5.6442309086,43.5078851674,104.6106330489,2.402860466,21.1520581183,42.03765048,9.8833008125,17.9173940731,67.3147774056,2.7836196016,31.9933254486,74.1258331458,5.8898148122,42.0860756553,70.310880272,43.5263958247,
PP6,3,T,20120901T162700000,2115.6206302167,-117.7513628592,103.2203495275,111.1172026069,175.8502971332,144.2535441613,78.7392728357,53.6529313552,133.5373965362,82.8434591077,173.2681056572,108.6994872045,123.3070527935,169.6315511112,-122.92965905,-17.2501540939,115.1981349678,-128.376614475,-17.260987907,111.1172026069,-38.1066037307,18.0446496365,106.4847349285,35.2913072364,-117.7513628592,-83.6740182769,37.0670735464,103.2203495275,-17.5767922979,-107.9732594721,-155.9058879241,-98.9478815909,-1.2428193944,97.4155266928,-54.4757553109,-6.3808474808,94.8144819264,-51.3801265715,-20.809820723,164.1414222197,-96.6690973638,-72.6806947718,119.6426346631,-67.9525536466,-44.3429622715,113.6091781482,-60.8974268428,21.6799796315,5.5111131833,2.5902495856,4.9333436767,1.8312744793,8.5849935299,7.1128520097,4.4187698223,9.8246597443,50.6661575467,11.5748311565,4.5622985486,63.3682150199,8.7764809581,11.7425597648,6.7011725011,5.0651748944,13.2714171343,6.7971309922,4.9333436767,22.955081202,5.8803127972,6.8069726622,170.8643723308,5.5111131833,18.901355701,4.4352838934,2.5902495856,3.8689502049,95.7318217861,32.8459758265,18.9421478833,51.9908452095,60.3035399763,88.0402562965,55.8981861197,64.4391280208,89.8044270972,14.1016627578,5.397623814,5.2719322563,63.8837373691,76.0725469585,89.4813739535,74.5086148306,72.1261995385,86.2879575939,
PP6,3,T,20120901T162800000,2117.7330435922,-117.9445782449,112.011582111,107.7723962993,175.3804006922,159.30384495,70.2772988338,59.4416881308,127.6487312995,130.0486202222,154.6629080519,105.541380175,145.1247476188,156.9968439097,-93.9172337025,-6.5125827261,109.9832356105,-104.7626123304,-6.2407123199,107.7723962993,-65.7943569638,5.6359928046,105.7258331832,45.6073166831,-117.9445782449,-83.7582139604,28.101426971,112.011582111,-42.1546069012,-110.2168860313,-114.334285266,-122.9364726735,-64.3406490271,91.5884320605,-135.3673046744,-50.5217606486,73.4723988294,-98.2199391118,-57.4005047474,152.0250096785,-119.8491078144,-74.2704430569,92.1388530969,-133.3783411426,-78.8056870341,54.8803960288,-128.1768466217,24.3889035089,7.5292678929,5.4867360648,8.1176889434,4.6843407186,7.7997284605,7.916439015,14.9230040551,14.2267470035,19.8359794271,26.2352569461,12.2314396737,18.4642053699,15.7744919794,65.0198124932,14.6645317414,11.0617333092,55.8801084355,14.5537103528,8.1176889434,24.1806518965,8.7045664304,9.7542362921,159.1469898161,7.5292678929,31.6977456044,15.3056024114,5.4867360648,30.7577834055,43.6479881138,106.7764135121,29.4440616196,25.7220651768,105.6964704416,51.4931917912,50.9647263125,107.540781321,97.9109940183,23.2063757133,55.4876085173,13.9903687851,33.9402522358,109.4953782364,57.7945181764,36.0666840841,138.9333286798,64.4349912328,
PP6,3,T,20120901T162900000,2111.3273076531,-121.9890456821,115.1871305852,101.6236995773,172.2962688844,158.3317295945,64.9286370808,65.5424115363,150.1182126478,113.3222579626,166.7887451524,123.0967399962,139.5234912775,172.3276949029,42.1309399323,-0.4973751419,97.2032447584,-82.5042680821,2.598513687,101.6236995773,-69.8046801462,9.3314718481,114.7312516902,-155.6959366818,-121.9890456821,-125.9248304721,16.893305153,115.1871305852,-57.0071379183,-122.0961686845,-133.7021073014,-132.9651881213,-47.5729334352,116.5708064718,-155.9833324659,-44.2580212116,102.3654869485,-89.4806099599,-48.6693946267,155.7421513541,-117.5508041726,-65.753663432,128.935484195,-160.8575267307,-63.5208980342,120.4349530665,-136.3320346047,26.9509957696,1.9765122837,2.259601153,10.0902250072,6.2615100964,12.7581150493,7.3942907126,12.1557800254,10.4166250663,13.1503545863,17.4271045303,5.1433929044,7.732671499,13.5524934646,107.4146922073,17.164949321,16.6752348231,93.126625419,14.8270734129,10.0902250072,18.0041527067,7.8143931818,5.2490529501,0.4870088128,1.9765122837,2.3602961755,1.2234781983,2.259601153,3.5698438745,12.837367125,68.005427269,4.0601673687,4.0729047736,10.4292236042,6.7635389407,13.8361251057,24.4514249567,130.2999339873,7.3259414674,3.1119846277,6.4077426101,8.0051259916,14.6883862085,5.3370316231,11.8534133408,38.6466733728,83.5222734721,
PP6,3,T,20120901T163000000,2117.0245411536,-116.8203224179,116.0748469721,92.3597454302,170.9627238446,155.4548632608,57.4427132308,75.5236141451,127.6354814025,126.4888431853,161.5130251737,138.6851571601,141.5607743865,152.1878288548,28.7732512992,8.6290409839,85.2582549331,-9.3186357597,11.7133356073,92.3597454302,-91.1744847085,-1.1864029076,107.9394885997,-147.345845016,-116.8203224179,-125.4050256204,8.7248773865,116.0748469721,-69.9874019022,-43.88426381,-48.9611297865,-119.8032900695,-48.0093561251,76.5056027522,-125.4187228691,-41.5881043033,71.8688277341,-70.8075399454,-38.1923346974,137.714371928,-125.1272748102,-73.7142950608,137.0278606666,-155.1053882258,-73.0084917943,66.5525591375,-50.9312895893,25.9004671821,10.9476286829,9.1392585478,6.3486876379,9.4328726027,6.9594843154,11.8405110501,10.8294851958,16.3733323224,38.3302287369,18.5714917907,11.8357773962,6.0119893327,22.9665093927,53.5531879309,12.0793994728,13.451459,60.8486418024,8.8889079138,6.3486876379,38.7179855131,8.0279066977,5.9224139947,42.4337374812,10.9476286829,46.6347951238,6.1712427152,9.1392585478,22.2847663004,99.2923973873,147.1354604242,45.4120615634,56.162389546,108.4539668838,69.6171194929,61.119332026,97.009929679,127.6758028462,7.1735199644,9.4853533466,3.5241308641,8.8458273776,50.9370253912,23.1582368108,31.4682292877,102.4112308572,150.9994730808,
PP6,3,T,20120901T163100000,2122.7708305942,-125.7721004818,116.9419294327,86.9826855487,144.005813304,154.8227503041,60.5315493742,60.5793418818,155.7837127425,76.6961378078,124.6607545988,129.0817453546,141.2812720974,163.1344757917,93.4425745957,-22.4501660138,51.0848230198,87.4403901757,-4.3773166899,86.9826855487,-85.6159298513,1.4717060863,105.9061269884,-152.8044255946,-125.7721004818,-125.530754591,12.1521891769,116.9419294327,-66.2854764178,-125.3243359032,-141.2054141767,-138.7078951186,107.0866191139,-144.0444486403,-23.6936895464,124.7433132318,-61.2829042341,34.4529860606,-46.2369589218,137.4059023374,-131.9728227187,-83.247648995,129.8017205187,-147.4429770552,-77.8601783501,98.7815910652,-122.4971565536,22.0902625574,5.9905730363,4.6690066827,4.1806042076,18.182380683,6.9991713918,8.2777797468,9.8007542091,9.6953748658,6.7881412015,32.7672460846,18.2229377851,19.1625200035,22.6327459628,47.5509114606,22.1070107983,21.7088566282,101.8775771855,11.8005219428,4.1806042076,31.3723059374,9.7120414254,6.197814597,5.1159763863,5.9905730363,6.414047888,6.2216734421,4.6690066827,14.5204311549,8.970623248,11.2436521675,3.5628012476,3.0317208672,8.0295556019,6.5893724207,12.815981693,53.5157066597,41.2357433104,16.8867874004,29.4011976767,11.9035204045,15.6022045927,84.9900468108,55.1841400195,23.8267285127,105.8803760164,92.382823766,
PP6,3,T,20120901T163200000,2117.7796524586,-129.7160150905,115.7025654556,86.5211969083,132.908549577,155.3628986003,62.0939763479,55.734897813,154.9857250097,73.4713240408,126.8606749,129.2112495379,113.7944354345,132.4028145371,112.8745476402,-36.54015029,38.665466996,131.8328734105,-11.5143052912,86.5211969083,-80.4974891388,1.4777948263,105.30209036,-141.3437956625,-129.7160150905,-117.5127371645,15.7330440999,115.7025654556,-59.535911731,-124.9457683883,-142.0228805092,-136.5001562821,104.607031294,-134.4757574278,-18.1941547775,125.156236771,-59.3750382304,36.5231139503,-40.7709080552,142.1442360444,-123.4486514296,-84.5581980448,26.140821784,-129.2414120868,-53.540601295,79.3213112971,-130.6200143877,24.5276887057,3.7980186527,3.3625069212,3.697220721,8.6542791742,4.7538271503,3.7987863014,4.7959231325,10.5776128034,11.288623721,30.8842884635,16.2784308032,39.7069959002,24.3649810397,42.8528257381,8.3150595751,12.0863607723,86.1287414298,3.4776198267,3.697220721,31.9866233641,8.2224425793,5.3323008596,65.6292081657,3.7980186527,9.7811436316,9.518876854,3.3625069212,16.089156888,10.4611205334,23.8238364856,2.4394017782,9.6852332757,31.0000238442,14.1427254355,14.0782777929,52.0515663344,39.876949556,20.2993164189,9.747794445,16.4211038166,83.3017155295,121.9681085779,57.6191541942,65.7591487198,125.151360271,69.9059251953,
PP6,3,T,20120901T163300000,2115.7600932186,-133.1371836916,113.7387863261,95.3111649026,173.2483558273,156.4125218821,67.7656132453,49.7998046494,132.5139621841,84.6682523025,146.0809444297,112.0884839292,23.8838027712,172.6378694294,-54.5044090645,-23.218135239,93.8065019564,-158.0569970507,-20.9307696237,95.3111649026,-76.7505348313,1.8734337113,95.503103198,-83.512829274,-133.1371836916,-91.4831388334,33.1663403704,113.7387863261,-34.0884365513,-112.3218233545,-156.4643038149,-136.6669530234,22.3528092472,13.6023691927,-44.0689587319,42.8440589947,25.7889846075,-11.882240997,-47.1950044455,144.9077934559,-122.8582770886,113.0389396192,-32.2869425385,49.1840058562,115.6263976527,-32.6101209123,46.4061382171,23.9429361397,5.4425508267,3.0057846008,4.99202015,5.1272280041,7.5670954203,3.27831964,4.8115488425,7.7902787197,46.086688012,28.7711419058,10.2084533407,27.4381769702,7.3264395832,149.5241128666,5.815509785,10.8048498562,51.468727344,4.5721782863,4.99202015,53.5764597627,9.9787119637,5.3179359365,150.2439895558,5.4425508267,9.823542602,3.2081285201,3.0057846008,6.0982550016,5.8138025499,6.1024200491,1.4916735354,76.842697034,116.0069692277,65.6646630274,90.0785067941,96.0203823475,85.9904758438,14.6660367783,23.8899399488,3.5874089806,69.3815901461,41.3186532301,44.4570596563,57.8286594725,41.3915785027,39.8375715546,
PP6,3,T,20120901T163400000,2120.2530544293,-135.5808003877,116.8871316139,95.0484239592,159.0461511842,147.9908409951,73.1653206063,39.1268908424,140.3280792734,108.6100701126,174.8502319108,120.138035018,19.8636107171,173.4196908064,20.325828927,-38.4911794024,74.0610942287,-142.0595967238,-28.1038937359,95.0484239592,-39.2504199369,3.4551750948,92.9267939371,-85.609121729,-135.5808003877,-102.1879562535,27.1618657416,116.8871316139,-45.295251855,-114.025772415,-152.4773808916,-139.4460490212,-29.4389338412,60.6986260239,-93.1258869076,-27.5482437045,83.8406648946,-89.6410346113,-43.8808515747,141.8315431582,-126.6788402585,135.2703076279,-39.1387914198,49.033248646,131.8789753977,-38.0529341321,46.4757576121,19.1856279446,5.1891555214,4.6895192129,5.1535522594,17.6126565934,7.7827051254,6.2201941481,7.938432015,8.7455848765,39.3682453383,4.1940350649,11.0706390951,27.1708157971,6.9934474173,148.7153925401,14.0132810259,26.9939687702,92.1263377608,8.2609652088,5.1535522594,45.8203867853,5.5333935293,5.9100749808,138.0369997444,5.1891555214,13.2612308672,7.087956534,4.6895192129,12.8067108793,6.6062785769,8.188161941,3.903733448,49.9208788475,119.0953731333,41.0792917868,50.6601514459,105.101560983,42.2310996177,10.8944674787,9.6598564737,3.1562473272,42.7880051148,35.1061308557,37.3749796045,42.570093045,35.9216503492,36.4551776969,
PP6,3,T,20120901T163500000,2119.8379864528,-133.401114799,114.5224932783,96.1666417827,160.3475728907,152.1917902594,68.2201215831,47.3702512542,135.6804476347,117.6129972103,173.4831228058,106.6801419891,28.1271973023,166.1316682333,5.0529582785,-30.8158835177,78.6430982066,-145.1359142829,-21.1688574076,96.1666417827,-43.3526321132,5.7344087205,94.1979255962,-49.5522642314,-133.401114799,-93.4839023198,29.3943769039,114.5224932783,-39.5357041081,-117.9397099834,-142.7225092661,-140.3881590718,-46.4069083587,19.9265775962,-106.0641594669,-44.9156792359,34.1265353506,-103.1202076671,-58.305488617,153.4194441119,-129.7510273801,102.9554427929,-6.4223229874,43.3513901168,94.9243723716,-0.2186951151,29.4402003739,22.024931994,8.0402131031,3.2962502719,5.0087115646,17.8217917837,10.436496253,9.1829791058,7.4383355183,13.693767803,40.3319524038,8.7406344586,12.9746952791,25.2291643273,19.2391551848,150.1248830425,12.8446528134,25.3590149037,75.5447461519,6.4708189865,5.0087115646,55.2550611893,8.9593076393,5.7605725682,159.4668722799,8.0402131031,14.9938610979,6.5068793809,3.2962502719,10.9419650029,8.7526863869,35.7920867538,4.3968010615,51.7618440326,139.030033055,40.8918806781,54.9056074157,136.7049404108,42.6268799627,13.1655326481,10.6844137602,6.9212849523,40.0751206421,46.9933538067,29.9703061329,49.4760136034,55.2368639708,51.416670388,
PP6,3,T,20120901T163600000,2127.4058125574,-123.4389032786,112.6706264984,108.2218668007,174.9244692308,145.74911365,70.4967780457,45.6172981479,123.5778133292,98.9227243055,167.7681418392,108.6530965049,20.9230995757,175.5818428496,-111.2392630221,-18.732341211,110.5380997434,-140.0301119188,-18.0818492148,108.2218668007,-31.6860255738,12.1817543553,96.0664933548,82.8737887402,-123.4389032786,-70.074961658,35.5385224985,112.6706264984,-31.5521732392,-120.4190475178,-148.4651489207,-136.7377774863,-19.7271205506,88.1640677924,-91.2551792712,-17.2535686541,82.1392132345,-91.2292125899,-48.2542190775,151.7735452389,-120.8565502403,124.5303757517,-29.5425141154,54.8085032298,119.9406054116,-28.8341421378,52.9037181073,25.8005692551,11.6161696312,4.0251670984,15.0132636156,4.4961135247,7.2867882939,4.4664843701,4.7857886691,9.7024716407,33.5903172693,15.7311815013,10.5149872838,18.0399719608,3.5448606904,82.0603224987,9.5731468797,17.1571884632,31.0860889589,8.345715598,15.0132636156,28.1571566334,8.7361403144,4.7248981721,144.9668258409,11.6161696312,25.0473439665,7.9904730748,4.0251670984,10.4748352339,9.3332147115,6.930018878,6.4378977495,43.9153074244,90.6678551985,47.9750526809,52.9095520808,92.8359287535,54.5220945838,11.0032654559,8.7891015651,6.3438587764,31.4874036002,27.4912990806,21.8372598655,35.0301356994,26.4255540741,19.7429482077,
PP6,3,T,20120901T163700000,2102.3148591616,-111.4910168449,103.6552979324,120.267246996,176.4887244102,155.3221530231,67.9578695972,51.394857276,117.6973275224,132.3248960641,158.6044340926,104.8009532565,157.315308462,146.4140018717,-108.7608823132,-11.9902450583,123.6240848325,-111.394431676,-11.9359196999,120.267246996,-69.6676605304,5.8785151191,102.8492881144,154.7190352686,-111.4910168449,-39.9724020336,44.3307598348,103.6552979324,-14.9427825824,-131.0173803252,-152.0441091931,-118.5449197586,-78.5801622308,-15.7465398271,-109.0954914244,-82.1587350344,-11.8609502806,-82.8464572777,-31.423185591,159.5364709597,-103.2544483527,-47.5746260238,117.3758757795,-121.3145221605,-23.7882799528,113.0866900145,-105.2383102121,24.0201922296,18.4309805289,8.2277100499,11.0033364286,1.4658746301,10.8881057022,6.2975544087,4.5141429314,8.9923027632,41.4334549518,19.201090949,9.921439361,15.6780281568,14.841095327,7.1800477736,3.5909517784,10.5257636224,8.5141238746,3.7776332349,11.0033364286,31.3040594505,9.1676218228,5.3446397133,9.3425788442,18.4309805289,30.8675572012,6.3450902634,8.2277100499,8.8735496364,26.4634075372,12.7537819402,6.7175023759,46.3227083138,146.9282828117,64.8014684698,43.6056690275,135.9524105081,108.180446789,19.1935218899,6.030708738,11.4254709672,27.4129949233,92.4785949421,15.1877621802,36.1982386549,57.2954712751,60.53416092,
PP6,3,T,20120901T163800000,2100.1690759418,-114.0859567553,29.9851567525,122.9591605832,175.6390793688,144.2123584369,69.5962396357,71.0770634339,119.3519411135,126.5056648539,153.1983072379,83.824558703,151.2425395243,142.7575917229,-107.281005607,-12.3466877012,126.3507954017,-108.223429971,-12.09452148,122.9591605832,-37.0992768847,11.0190733626,99.6697635698,157.5881613589,-114.0859567553,-52.7225329603,-6.615617327,29.9851567525,-66.4083399569,-127.6412068183,-118.8321320787,-114.7924288674,-45.3126938127,106.3559177714,-123.5486396054,-44.4456261127,87.8746691882,-122.8282732212,10.2564116019,132.4718349358,-66.3452381722,13.5722723488,143.3639344746,-78.1541185742,-15.2629735017,110.1736873545,-110.0108158174,23.2899769738,12.0784638352,122.0463291247,19.4501024093,2.5313237236,17.0630546256,7.8202921117,28.5943468973,21.0931300303,19.4647400662,18.3376700476,34.3982142605,10.8387856414,28.354946169,12.2583697462,13.8102545309,20.0420357119,23.5225878464,14.4603109148,19.4501024093,43.1401142958,10.0551391268,11.8500309165,34.3070050322,12.0784638352,26.9259687812,67.6467203036,122.0463291247,62.4259603748,33.445546102,102.0583715243,16.3389509583,33.2106374234,97.7525972666,18.3097379455,29.9491515557,85.8359655408,89.1459095728,49.1603122089,51.9861255631,49.0811416215,53.2379639378,35.274605089,43.5422781333,54.9045882477,82.5243554442,59.7334279436,
PP6,3,T,20120901T163900000,2101.130417952,-109.245742945,29.1868247433,124.8582776508,175.5707325707,144.5713554256,78.5376298063,101.1931967563,101.4120152771,122.6871483558,166.891274257,72.7405098752,97.1689444566,158.8361801304,-108.2860533435,-15.7030187455,128.4062433531,-110.5284256188,-15.5727896615,124.8582776508,-27.3141413285,8.194512503,100.6629857285,117.3471578362,-109.245742945,-56.7306381698,-79.2973589057,29.1868247433,-154.03277158,-104.2816743691,-101.1799315896,-132.6111523968,-63.1076958488,76.6174658146,-111.8480482254,-50.3884873875,72.2033932867,-86.2022247351,-14.3770368655,21.078816521,-23.9904668914,-61.6557159768,-59.7837586899,-92.1283783591,-36.611750929,1.1002785343,-74.8956581816,20.5098148465,13.8587825323,141.0605747678,10.9089887806,2.2964756269,13.8548858509,18.3574935625,10.8744072085,24.7034600193,21.6912404158,16.7039685498,34.3306746384,49.6205191645,26.4189142277,12.6629664569,11.1321799235,10.8170578649,14.65233613,11.7005518464,10.9089887806,64.5177176051,7.7179310837,11.3466783803,114.9464960711,13.8587825323,41.8972405513,20.4824117766,141.0605747678,43.2625555732,25.6290755689,117.9396605188,11.3305480235,44.6396589069,119.0868608617,72.8695299474,60.6209256258,114.5525632481,103.0797856939,86.4965991247,102.3316236127,99.5198925922,97.8263702764,142.412598612,30.3340262506,97.7453236459,145.1522412876,80.6250255447,
